subject,parcel,retrieval,reinstatement.m10TR,reinstatement.m9TR,reinstatement.m8TR,reinstatement.m7TR,reinstatement.m6TR,reinstatement.m5TR,reinstatement.m4TR,reinstatement.m3TR,reinstatement.m2TR,reinstatement.m1TR,reinstatement.0TR,reinstatement.1TR,reinstatement.2TR,reinstatement.3TR,shift.m10TR,shift.m9TR,shift.m8TR,shift.m7TR,shift.m6TR,shift.m5TR,shift.m4TR,shift.m3TR,shift.m2TR,shift.m1TR,shift.0TR,shift.1TR,shift.2TR,shift.3TR
1005,19,1,0.040623937,-0.280389605,-0.075981627,-0.063113594,-0.296334748,-0.001366334,-0.218784596,-0.013260451,0.124351843,-0.026123658,0.02536152,-0.104134721,-0.190536489,-0.129872621,0,0,1,0,0,0,0,1,0,0,1,0,0,1
1005,19,1,-0.217378635,-0.252432036,-0.627875806,-0.129749919,-0.176092526,0.219471298,0.157376318,0.25888858,0.077711663,-0.150221265,0.13429206,0.243210968,0.291719434,nan,0,1,0,0,0,1,0,0,1,0,0,1,0,nan
1005,19,0,nan,-0.102280535,-0.009393998,-0.270267436,-0.229152193,-0.132743084,-0.070529277,-0.110926093,-0.140423847,0.210495801,0.145306506,-0.06840476,-0.095118309,-0.209950591,nan,nan,nan,nan,nan,0,0,0,1,0,0,0,1,0
1005,19,0,0.14253638,0.072419465,-0.156955665,0.014605914,0.036794174,0.078755633,0.28222714,0.216831342,0.094023612,0.336951242,-0.060745452,-0.096359735,-0.147658498,-0.089222071,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1005,19,0,0.193704738,0.197923719,-0.025236241,-0.051773385,0.099711616,0.065862057,0.084389405,0.08567911,0.105238636,0.053412555,0.018463227,-0.104248352,-0.098431254,-0.193222639,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1005,19,0,0.105238636,0.053412555,0.018463227,-0.104248352,-0.098431254,-0.193222639,-0.08016074,-0.03131401,0.1948623,0.03267829,-0.020895166,0.057009515,-0.208410145,-0.177103456,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1005,19,0,0.029091564,0.01251722,0.270984751,-0.176867404,-0.267818613,-0.283224503,-0.169052199,0.128465465,0.167061588,-0.008384593,-0.127965617,-0.00102116,-0.069508773,0.118251766,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1005,19,0,0.288174376,0.319731383,-0.004469943,-0.070115355,0.168336831,0.066347701,0.028935982,0.181928194,0.038617229,-0.094731034,-0.202945694,-0.180350958,-0.20767303,-0.143377456,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1005,19,1,-0.173451539,0.252440058,-0.118733227,0.02946141,0.238365419,0.078678214,0.018560938,-0.02171773,0.067464501,0.203249906,0.038525568,0.005276156,0.09264377,-0.207815651,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1005,19,0,-0.211759608,-0.394713804,-0.375202866,-0.100746139,0.071586056,-0.017052787,-0.06726584,-0.253605076,-0.095149451,0.230553162,-0.024081961,0.202994495,0.278611339,0.505911265,nan,nan,nan,0,0,0,0,0,0,0,0,0,1,0
